Id,Agency Holding Company,Agency Name,Disciplines,Website,Description,Locations,Street Address,Street Address 2,City,State,Zip Code,Main Phone,Employees,Client Industries,Client Relationships,Profile URL,Year Founded,
25476,,Apollo Interactive,Digital,www.apollointeractive.com,interactive specialty,"El Segundo,CA",139 Illinois Street,,El Segundo,CA,90245,(310) 836-9777,Nov-50,"retailers of apparel & accessories, banking, restaurants, health care plans, eye care, optical","Visionworks, Visionworks of America, Inc., Extraco Banks, Eyemaster's",https://my.winmo.com/hubignite/agency_profile/25476,1995,
61877,,Apollo Partners,Media Buying & Planning,www.apollopartners.co/,media agency,"San Francisco,CA",650 California Street,,San Francisco,CA,94108,(415) 307-7350,10-Jan,"software, Digital Business Provider, Email Marketing, Marketing Automation & Campaign/Lead Management",Coupa,https://my.winmo.com/hubignite/agency_profile/61877,2020,
60923,,Apple Box Studios,Creative/Advertising,appleboxstudios.com,Marketing and Advertising,"Pittsburgh,PA",1243 Penn Avenue,Second Floor,Pittsburgh,PA,15222,(412) 642-3971,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/60923,2002,
8224,,Apple Rock Advertising & Display,Promotions,www.applerock.com,full service,"Greensboro,NC",7602 Business Park Drive,,Greensboro,NC,27409,(336) 232-4800,51-200,,,https://my.winmo.com/hubignite/agency_profile/8224,1988,
61982,,Applegate Media,Media Buying & Planning,www.applegatemediagroup.com/,media,"New York,NY",405 Lexington Avenue,26th Floor,New York,NY,10174,(203) 223-0107,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/61982,1990,
61444,,Appleton Creative,Creative/Advertising,www.appletoncreative.com,creative,"Orlando,FL",539 Delaney Avenue,,Orlando,FL,32801,(407) 246-0092,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/61444,1987,
58547,,"Applico, LLC",Mobile,www.applicoinc.com,mobile marketing,"New York,NY",381 Park Avenue South,Suite 721,New York,NY,10016,(877) 688-7567,51-200,,,https://my.winmo.com/hubignite/agency_profile/58547,2009,
28848,,AppNet,Design,www.appnet.com,web design,"Boone,NC",7883 North Carolina Highway 105 South,Suite A,Boone,NC,28607,(828) 963-7286,501-1000,"hotels, motels & resorts",,https://my.winmo.com/hubignite/agency_profile/28848,1996,
59866,,April Six,Direct / Relationship,www.aprilsix.com,B2B advertising,"San Francisco,CA",847 Sansome Street,Suite 100,San Francisco,CA,94111,(415) 363-6070,Nov-50,"software, services: IT consulting, systems integration, IT training, Display & Programmatic Advertising, Sales Automation, Enablement & Intelligence, Optimization, Personalization & Testing, Collaboration, Account Based Marketing (ABM)","Demandbase, Inc., QlikTech International",https://my.winmo.com/hubignite/agency_profile/59866,2000,
27488,,Apropos Marketing Communications Inc.,Full Service/Integrated,www.aproposcom.com,full service,"Moncton,NB",75 Saint George Street,,Moncton,NB,E1C 1T5,(506) 387-4200,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/27488,1999,
54858,,Aptean,CRM,www.aptean.com,crm,"Indianapolis,IN",450 East 96th Street,Suite 300,Indianapolis,IN,46240,(855) 411-2783,1001+,,,https://my.winmo.com/hubignite/agency_profile/54858,2012,
61566,,Aqua Marketing & Communications,Full Service/Integrated,www.WelcomeToAqua.com,full service destination marketing agency,"St. Petersburg,FL",360 Central Avenue,Suite 420,St. Petersburg,FL,33701,(727) 892-9280,Nov-50,tourism boards,Greater Fort Lauderdale Visitors Bureau,https://my.winmo.com/hubignite/agency_profile/61566,2010,
41058,,Aquent,Design,www.sakson.com,"design, product development / R&D","Seattle,WA",1109 North 36th Street,Suite A,Seattle,WA,98103,(206) 632-6931,201-500,,,https://my.winmo.com/hubignite/agency_profile/41058,1985,
24533,,Aquent Studios,Digital,www.aquentstudios.com,"interactive/digital/e-marketing, video marketing, e-commerce, web development","Eastlake,OH",33433 Curtis Boulevard,,Eastlake,OH,44095,(216) 266-7551,201-500,,,https://my.winmo.com/hubignite/agency_profile/24533,1986,
7515,Publicis,Arc Worldwide,Full Service/Integrated,www.arcww.com,full service,"Chicago,IL",35 West Wacker Drive,15th Floor,Chicago,IL,60601,(312) 220-3200,1001+,"Beverages, beer, wine, liquor, spirits, non-alcoholic, Food, restaurants, appliances for the home, fds & bvrgs, computer hardware: systems, peripherals, PCs, laptops, computer hardware: components & parts, electrical components & devices, communications equipment, satellites & transmission services, Retail, Proximity & IoT Marketing","Blue Moon, Coors Banquet, Coors Light, Miller High Life, Miller Lite, Molson Coors Brewing Company, Milwaukee's Best, Molson Canadian, Cape Line, Coors Non-Alcoholic, Crispin Cider, Easy Tea, Extra Gold Lager, Hamm's , Henry Weinhard, Henry’s Hard Soda, Icehouse, Keystone Ice, Keystone Light, Killian's Irish Red, Magnum, Steel Reserve, Miller Genuine Draft, Milwaukee’s Best Light, Molson Canadian Light, Molson Ice, Molson Golden, Third Shift Amber Lager, Tenth and Blake Beer Company, Redd's Apple Ale, Red Dog, Sparks, Redd's Wicked, Sharp's, Smith & Forge Hard Cider, Dunkin’, Keystone, Miller Extra Light, Coors",https://my.winmo.com/hubignite/agency_profile/7515,1962,
60268,,Arcalea LLC,SEO/SEM,arcalea.com,boutique search marketing agency,"Chicago,IL",73 West Monroe ,,Chicago,IL,60603,(312) 248-4272,Nov-50,"Health care, pharmaceuticals & OTC drugs, surgical supplies & equipment, pet supplies",ConceiveAbilities,https://my.winmo.com/hubignite/agency_profile/60268,2015,
59782,,Arcana Academy,Creative/Advertising,www.arcanaacademy.com,creative,"Los Angeles,CA",13323 West Washington Boulevard,Suite 301,Los Angeles,CA,90066,(310) 279-5024,Nov-50,"building materials & supplies, chemicals, funerary services","KILZ Casual Color Paints, KILZ Primers",https://my.winmo.com/hubignite/agency_profile/59782,2011,
476,,Archer,Full Service/Integrated,www.wearearcher.com,full service,"Memphis,TN, Austin,TX",65 Union Avenue,Suite 500,Memphis,TN,38103,(901)-523-2000,51-200,"Automotive, aftermarket, tires, parts, auto care, colleges & universities, gambling: lotteries, casinos, gambling venues, supplies & equipment, packaged foods, restaurants, food service equipment & supplies, tourism boards, medical devices & equipment, home services: pest, maid, security, pet supplies, fds & bvrgs, tobacco, Retail Stores & Chains, specialty retailers, security, pest control, janitorial","American Snuff Company, Grizzly, Palm Beach Tan, Wind Creek Casino & Hotel, Virbac Corporation, Delaware North Companies, Inc., Memphis Tourism",https://my.winmo.com/hubignite/agency_profile/476,1952,
59115,,"Archer Communications, Inc.",Full Service/Integrated,www.archercom.com,integrated marketing communications,"Rochester,NY",252 Alexander Street,,Rochester,NY,14607,(585) 461-1570,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/59115,1988,
17944,,Archetype,Creative/Advertising,www.archetype.co,creative,"New York,NY",250 Park Avenue South,Sixth Floor,New York,NY,10003,(212) 331-8461,501-1000,"business machines & equipment, printing & packaging, aerospace & defense, computer hardware: systems, peripherals, PCs, laptops, software, electrical components & devices, services: IT consulting, systems integration, IT training",,https://my.winmo.com/hubignite/agency_profile/17944,2019,
61193,,Archetype,Creative/Advertising,www.archetype.co,creative,"San Francisco,CA",100 Montgomery Street,Suite 1101,San Francisco,CA,94104,(415) 593-8400,501-1000,,,https://my.winmo.com/hubignite/agency_profile/61193,2019,
61211,,Archetype,Creative/Advertising,www.archetype.co,creative,"Boston,MA",31 Milk Street,Suite 201,Boston,MA,2109,(617)-399-4908,501-1000,,,https://my.winmo.com/hubignite/agency_profile/61211,2019,
61212,,Archetype,Creative/Advertising,www.archetype.co,creative,"Los Angeles,CA",925 North La Brea Avenue,Fourth Floor,Los Angeles,CA,90038,(415) 593-8400,501-1000,,,https://my.winmo.com/hubignite/agency_profile/61212,2019,
21940,,"Archrival, Inc.",Branding,www.archrival.com,"branding firm, youth specialty","Lincoln,NE",720 O Street,Suite A,Lincoln,NE,68508,(402) 435-2525,Nov-50,"clothing manufacturers, shoe manufacturers, retailers of apparel & accessories, beer, wine, liquor, spirits, non-alcoholic, television & radio stations, fds & bvrgs, specialty retailers, sporting goods & equipment, computer hardware: systems, peripherals, PCs, laptops, computer hardware: components & parts, electrical components & devices, cellular phones & wireless service providers, Retail, Proximity & IoT Marketing",,https://my.winmo.com/hubignite/agency_profile/21940,1997,
22166,,Arcos Communications,Multicultural,www.arcos-ny.com,"multicultural marketing, Hispanic specialty","New York,NY",18 East 41st Street,Suite 1806,New York,NY,10018,(212) 807-1337,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/22166,1996,
59827,,AREA 17,Digital,www.area17.com,"interactive design, technology & branding","Brooklyn,NY",99 Richardson Street,Second Floor,Brooklyn,NY,11211,(646) 277-7117,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/59827,2003,
58263,,Area 23,Creative/Advertising,www.area23hc.com/,"full service, health care specialty","New York,NY",622 Third Avenue ,Third Floor,New York,NY,10017,(917) 265-2623,201-500,pharmaceuticals & OTC drugs,,https://my.winmo.com/hubignite/agency_profile/58263,2007,
60028,,Arena Media,Media Buying & Planning,www.arenamedia.com,integrated media agency,"New York,NY",200 Hudson Street,,New York,NY,10013,(646) 587-5000,501-1000,"Beverages, beer, wine, liquor, spirits, television & radio stations, fds & bvrgs, internet content providers, airlines, vacation & travel planners, tour operators","Maestro Dobel, Gran Centenario, Matusalem, Proximo Spirits, Jose Cuervo, Three Olives, Bushmills Irish Whiskey, Hangar One, 1800 Tequila, Tincup, Stranahans Colorado Whiskey, Boodles Gin, Kraken Rum",https://my.winmo.com/hubignite/agency_profile/60028,2000,
22167,,ARENAS,Media Buying & Planning,www.arenasgroup.com,"multicultural marketing, Hispanic specialty","Los Angeles,CA",3375 Barham Boulevard,,Los Angeles,CA,90068,(323) 785-5555,Nov-50,television & radio stations,,https://my.winmo.com/hubignite/agency_profile/22167,1988,
2201,,"Arends, Inc.",Full Service/Integrated,www.arends-inc.com,full service,"Batavia,IL",515 North River Street,Suite 101,Batavia,IL,60510,(630) 482-9800,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/2201,1958,
59773,,"Argonaut, Inc.",Creative/Advertising,www.argonautinc.com,advertising,"San Francisco,CA",1268 Sutter Street,,San Francisco,CA,94109,(415) 633-8200,51-200,"handbags, sunglasses, misc. accessories, jewelry & watches, Automotive, beer, wine, liquor, spirits, Consumer Electronics, personal appliances: shavers, hair dryers, etc., electronic gaming systems, photography & video equipment, toys, games, hobbies, arts & crafts supplies, Financial Services, insurance, packaged foods, restaurants, food growers, wholesalers & distributors, Health care, fds & bvrgs, software, cellular phones & wireless service providers, internet content providers, Mobile App, Digital Business Provider, Collaboration","Cricket Wireless, Dropbox, Inc., Codigo 1530, Jefferson's Bourbon, California Olive Ranch",https://my.winmo.com/hubignite/agency_profile/59773,2013,
17849,,Argus Communications,Multicultural,www.thinkargus.com,multicultural advertising,"Boston,MA",75 Central Street,,Boston,MA,2109,(617) 261-7676,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/17849,1992,
18717,,"Argus, LLC",Design,www.argussf.com,design firm,"Emeryville,CA",1552 Beach Street,Unit N,Emeryville,CA,94708,(415) 247-2800,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/18717,1996,
27489,,Argyle Communications,Public Relations,www.argylepr.com,public relations firm,"Toronto,ON",175 Bloor Street East,1007 South Tower,Toronto,ON,M4W 3R8,(416) 968-7311,Nov-50,"vitamins & nutritional supplements, cosmetics, perfume, toiletries & personal care items",,https://my.winmo.com/hubignite/agency_profile/27489,1979,
18106,,"Aria Marketing, Inc.",Market Research,www.ariamarketing.com,healthcare marketing,"Newton,MA",73 Chapel Street,Suite B,Newton,MA,2458,(617) 332-9999,Nov-50,"software, Mobile App, Digital Business Provider",,https://my.winmo.com/hubignite/agency_profile/18106,1999,
21672,,Arketi Group,Public Relations,www.arketi.com,public relations & digital - B2B,"Atlanta,GA",2801 Buford Highway Northeast,Suite 375,Atlanta,GA,30329,(404) 929-0091,Nov-50,"telephone transmission services & equipment, Customer Experience, Service & Success",,https://my.winmo.com/hubignite/agency_profile/21672,2003,
24521,,Armada Medical Marketing,Public Relations,www.armadamedicalmarketing.com,public relations firm,"Arvada,CO",6385 West 52nd Avenue,Suite 2A,Arvada,CO,80002,(303) 623-1190,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/24521,2003,
24522,,Armanasco Public Relations & Marketing,Public Relations,www.armanasco.com,public relations firm,"Monterey,CA",787 Munras Avenue,Suite 100,Monterey,CA,93940,(831) 372-2259,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/24522,1985,
37102,,Armstrong Partnership Limited,Promotions,www.armstrongpartnership.com,promotional marketing,"Toronto,ON",23 Prince Andrew Place,,Toronto,ON,M3C 2H2,(416) 444-3050,51-200,pet supplies,,https://my.winmo.com/hubignite/agency_profile/37102,1999,
498,Havas,Arnold Worldwide,Creative/Advertising,www.arn.com,full service,"Boston,MA",10 Summer Street,,Boston,MA,2110,(617) 587-8000,501-1000,"Apparel & Accessories, clothing manufacturers, shoe manufacturers, retailers of apparel & accessories, non-profit organizations, charitable organizations, Automotive, auto manufacturers, aftermarket, tires, parts, Beverages, beer, wine, liquor, spirits, non-alcoholic, television & radio stations, programming content providers, sports news, programming & media, personal computers & organizers, televisions, stereos, DVDs, Blu-Ray, colleges & universities, education & training centers, gambling: lotteries, casinos, gambling venues, supplies & equipment, Financial Services, banking, brokerage & investment services, insurance, mortgage companies & commercial lenders, leasing, Food, packaged foods, restaurants, food growers, wholesalers & distributors, residential, office, health organizations, Health care, hospitals, nursing homes, health care facilities, pharmaceuticals & OTC drugs, eye care, optical, medical practice management, Home Related, building materials & supplies, appliances for the home, housewares, kitchenware & utensils, lamps, decorative hardware & other home accessories, home services: pest, maid, security, office furniture, cosmetics, perfume, toiletries & personal care items, pet supplies, fds & bvrgs, tobacco, books, newspapers, other periodicals & print media, Retail Stores & Chains, mass retailers, specialty retailers, drug stores, accounting, consulting, law firms, printing & packaging, security, pest control, janitorial, staffing, temporary employment, HR & benefits services, sporting goods & equipment, sports teams & leagues, computer hardware: systems, peripherals, PCs, laptops, computer hardware: components & parts, software, electrical components & devices, services: IT consulting, systems integration, IT training, telephone transmission services & equipment, communications equipment, satellites & transmission services, internet search engines & reference guide providers, internet content providers, cruise lines, Mobile App, Online Retailer, Digital Business Provider, Print, Mobile Apps, iPaaS, Cloud/Data Integration & Tag Management, Collaboration, Call Analytics & Management","Progressive Auto Insurance, Progressive.com, Progressive Homeowner's Insurance, Progressive Direct, Progressive Casualty Insurance Company, Monster Worldwide, Inc., Kaplan, Inc., Amgen, Inc., Centers For Disease Control & Prevention, SharkNinja, Saucony, Helen of Troy Limited, DuckDuckGo, Amerisave Mortgage, Cox Enterprises, Inc., ADP, Nomi Health, Chewy, Bob's Discount Furniture, Inc., Amazon Web Services, Camel, Sam's Club, PNC Bank, PNC Financial Services Group, Inc., PNC.com, Aura Company",https://my.winmo.com/hubignite/agency_profile/498,1946,
57954,,Array Creative,Design,www.arraycreative.com,creative agency,"Akron,OH",495 Wolf Ledges Parkway,Suite One,Akron,OH,44311,(330) 374-1960,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/57954,2012,
59304,,"Array Interactive, Inc.",Digital,www.arrayinteractive.com,digital signage agency,"San Jose,CA",75 East Santa Clara Street,Suite 100,San Jose,CA,95113,(408) 673-8225,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/59304,2009,
40825,,"Array Marketing Group, Inc.",Promotions,www.arraymarketing.com,"promotions, retail specialty, pos/pop","Toronto,ON",45 Progress Avenue,,Toronto,ON,M1P 2Y6,(416) 299-4865,501-1000,,,https://my.winmo.com/hubignite/agency_profile/40825,1981,
65,,"ARRCO Medical Advertising, Inc.",Creative/Advertising,www.arrco.com,"advertising, healthcare specialty","Walpole,MA",1600 Boston Providence Highway,Suite 63,Walpole,MA,2081,(508) 404-1105,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/65,1976,
25542,,Arrivals + Departures,Creative/Advertising,www.extremegroup.com,full service,"Toronto,ON",491 College Street West,Suite 300,Toronto,ON,M6G 1A5,(902) 461-2700,Nov-50,"auto manufacturers, dealerships",,https://my.winmo.com/hubignite/agency_profile/25542,1997,
505,,"Arrowhead Promotions & Fulfillment Co., Inc.",Promotions,www.apfco.com,promotions ,"Grand Rapids,MN",1105 Southeast Eighth Street,Building One,Grand Rapids,MN,55744,(218) 327-1165,201-500,,,https://my.winmo.com/hubignite/agency_profile/505,1983,
10986,,"Art 270, Inc.",Design,www.art270.com,design firm,"Jenkintown,PA",741 Yorkway Place,,Jenkintown,PA,19046,(215) 885-2756,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/10986,1985,
59808,,Art Machine,Creative/Advertising,www.artmachine.com,digital & creative,"Hollywood,CA",6922 Hollywood Boulevard,10th Floor,Hollywood,CA,90028,(310) 746-1600,51-200,"handbags, sunglasses, misc. accessories, luggage & briefcases, Automotive, auto manufacturers, aftermarket, tires, parts, auto care, television & radio stations, amusement parks, zoos, attractions, restaurants, Real Estate, sports teams & leagues, computer hardware: systems, peripherals, PCs, laptops, computer hardware: components & parts, Digital Business Provider, Events, Meetings & Webinars",Los Angeles Clippers,https://my.winmo.com/hubignite/agency_profile/59808,1999,
61501,,Artbox Creative Studios,Design,www.artboxcs.com,Creative Design,"Rogers,MN",12903 Main Street,Suite 207,Rogers,MN,55374,(612) 483-7773,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/61501,2007,
6234,,Artcraft Health,Creative/Advertising,www.artcrafthealth.com,"full service, healthcare specialty","Flemington,NJ",39 Highway 12,,Flemington,NJ,8822,(908) 782-4921,51-200,,,https://my.winmo.com/hubignite/agency_profile/6234,1981,
61421,,Artefact,Design,www.artefactgroup.com,design,"Seattle,WA",619 Western Avenue,Suite 500,Seattle,WA,98104,(206) 384-4952,51-200,,,https://my.winmo.com/hubignite/agency_profile/61421,2006,
63076,,Article Group,Full Service/Integrated,www.articlegroup.com,,"Brooklyn,NY",222 Livingston Street,Floor 2,Brooklyn,NY,11201,(207)-712-3275,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/63076,2015,
23308,,Articulate Communications,Public Relations,www.articulatecomms.com,public relations firm,"New York,NY",40 Fulton Street,15th Floor,New York,NY,10038,(212) 255-0080,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/23308,2001,
60470,,Articulate Solutions,Creative/Advertising,www.articulate-solutions.com,creative,"Gilroy,CA", 65 Fifth Street,Suite 100 ,Gilroy,CA,95020,(408)-842-2275,Nov-50,"amusement parks, zoos, attractions",Gilroy Gardens,https://my.winmo.com/hubignite/agency_profile/60470,1991,
518,,"Articus, Ltd. Marketing",Branding,www.articus.com,integrated marketing communications,"Philadelphia,PA",230 North Second Street,Suite 3-B,Philadelphia,PA,19106,(215) 564-1213,10-Jan,"telephone transmission services & equipment, cellular phones & wireless service providers",,https://my.winmo.com/hubignite/agency_profile/518,1986,
61361,,Artisan Creative,Design,www.team-artisan.com,design,"Salem,MA",27 Congress Street,Suite 108,Salem,MA,1970,(978) 594-5517,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/61361,2019,
61183,,Artisans On Fire,Full Service/Integrated,www.artisansonfire.com/,marketing,"Las Vegas,NV",1114 South Main Street,Suite 130,Las Vegas,NV,89104,(702) 622-2008,Nov-50,Health care,,https://my.winmo.com/hubignite/agency_profile/61183,2016,
53303,,Artisans Public Relations,Public Relations,www.artisanspr.com,public relations,"Los Angeles,CA",2242 Guthrie Circle,,Los Angeles,CA,90034,(310) 837-6008,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/53303,1990,
60732,,Artmil Graphic Design,Design,artmil.com,"integrated, full-service","Kennewick,WA",5601 West Clearwater Avenue,Suite 109,Kennewick,WA,99336,(509) 736-4002,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/60732,1994,
60776,,Arts & Letters,Creative/Advertising,www.artsandletters.xyz,creative,"Richmond,VA",1805 Highpoint Avenue,,Richmond,VA,23230,(804) 454-7233,Nov-50,"retailers of apparel & accessories, beer, wine, liquor, spirits, programming content providers, sports news, programming & media, personal computers & organizers, housewares, kitchenware & utensils, lamps, decorative hardware & other home accessories, sporting goods & equipment, software, Online Retailer, Digital Business Provider, Email Marketing, Events, Meetings & Webinars","Zola.com, Google Chromebook, Constant Contact, Tito's Handmade Vodka, ESPN, Inc., Dick's Sporting Goods, Inc., Bed, Bath & Beyond",https://my.winmo.com/hubignite/agency_profile/60776,2017,
61643,,Aruliden,Design,aruliden.com,design,"New York,NY",30 West 24th Street,,New York,NY,10010,(212) 463-0286,51-200,,,https://my.winmo.com/hubignite/agency_profile/61643,2006,
27372,,AS Advertising,Design,www.asadvertising.com,graphics,"Waterdown,ON",355 Dundas Street East,,Waterdown,ON,L0R 2H0,(905) 689-2121,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/27372,1976,
62408,,"ASA Entertainment, LLC",Event & Sponsorship Marketing,www.asaentertainment.com,"event planning, sports specialty","Indialantic,FL",201 North Riverside Drive,Suite C,Indialantic,FL,32903,(321) 722-9300,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/62408,1994,
22494,,ASB Communications,Multicultural,www.asbcommunications.com/,multicultural specialty,"New York,NY",519 Eighth Avenue,Suite 802,New York,NY,10018,(212) 216-9305,Nov-50,,,https://my.winmo.com/hubignite/agency_profile/22494,1997,
55045,,Ascedia,SEO/SEM,www.ascedia.com,"search marketing, search engine marketing","Milwaukee,WI",161 South First Street,Suite Three,Milwaukee,WI,53204,(414) 292-3200,51-200,,,https://my.winmo.com/hubignite/agency_profile/55045,2000,
68,,ASD / Sky,Design,www.asdsky.com,"design, graphic & interior","Atlanta,GA",55 Ivan Allen Junior Boulevard ,Suite 100,Atlanta,GA,30308,(404) 688-3318,51-200,,,https://my.winmo.com/hubignite/agency_profile/68,1963,
11565,,"Asen Marketing & Advertising, Inc.",Full Service/Integrated,www.asenmarketing.com,full service,"Knoxville,TN",18 Emory Place,Suite 100,Knoxville,TN,37917,(865) 769-0006,10-Jan,"non-alcoholic, fds & bvrgs",,https://my.winmo.com/hubignite/agency_profile/11565,1983,
41135,,Ash-Allmond Associates,Promotions,www.ashallmond.com,"promotions, incentive programs & POS / POP","Venus,TX",6800 North FM 157 ,Suite 102,Venus,TX,76084,(817) 842-4000,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/41135,1992,
8665,,Ashcraft Design,Design,www.ashcraftdesign.com,design firm,"Torrance,CA",4733 Darien Street,,Torrance,CA,90503,(424) 247-9070,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/8665,1986,
528,Eastport Holdings,Asher Agency,Full Service/Integrated,www.asheragency.com,full service,"Fort Wayne,IN",535 West Wayne Street,,Fort Wayne,IN,46802,(260) 424-3373,51-200,restaurants,,https://my.winmo.com/hubignite/agency_profile/528,1974,
7803,Eastport Holdings,Asher Agency,Full Service/Integrated,www.asheragency.com,full service,"Charleston,WV",117 Summers Street,,Charleston,WV,25301,(304) 342-1200,51-200,,,https://my.winmo.com/hubignite/agency_profile/7803,1974,
19078,,Asher Media,Media Buying & Planning,www.ashermedia.com,media buying & planning,"Addison,TX",14131 Midway Road,Suite 630,Addison,TX,75001,(972) 732-6464,Nov-50,"utility companies, amusement parks, zoos, attractions, packaged foods, restaurants, food growers, wholesalers & distributors, state lotteries, floor, wall & window covering, fds & bvrgs, newspapers, sports teams & leagues, carpet & floor covering, hotels, motels & resorts","Shaw Industries, El Chico, Consolidated Restaurant Operations, Inc., III Forks, Dallas Morning News, Inc., Dallas Zoo, JBS, Pilgrim's Pride Corporation, Kiolbassa Smoked Meats",https://my.winmo.com/hubignite/agency_profile/19078,1999,
15753,,Ashford Advertising Agency,Full Service/Integrated,www.ashfordworld.com,full service,"Fresno,CA",1528 North Sierra Vista Avenue,,Fresno,CA,93703,(559) 255-8273,10-Jan,,,https://my.winmo.com/hubignite/agency_profile/15753,1970,
405,,ASO Advertising,Full Service/Integrated,www.asoy.com,full service,"Roswell,GA",595 Atlanta Street,Suite D,Roswell,GA,30075,(404)-990-0402,Nov-50,"personal computers & organizers, utility companies, amusement parks, zoos, attractions, grocery stores, pharmaceuticals & OTC drugs, plumbing & HVAC equipment & services, rubber, plastics and other raw goods, newspapers, printing & packaging, electrical components & devices",Georgia Natural Gas Services,https://my.winmo.com/hubignite/agency_profile/405,1996,
28041,,Aspect Ratio,Creative/Advertising,www.aspectratio.com,full service,"Los Angeles,CA",5151 Lankershim Boulevard,,Los Angeles,CA,91601,(323) 467-2121,51-200,,,https://my.winmo.com/hubignite/agency_profile/28041,1978,
62955,,Aspire,Social,www.aspire.io,influencer agency,"San Francisco,CA, Austin,TX",,,San Francisco,CA,,(415)-658-7445,51-200,,,https://my.winmo.com/hubignite/agency_profile/62955,2014,
2206,Stagwell,Assembly,Political,www.media-assembly.com,full service,"Southfield,MI",25800 Northwestern Highway,Suite 300,Southfield,MI,48075,(248) 415-3400,501-1000,"clothing manufacturers, jewelry & watches, retailers of apparel & accessories, non-profit organizations, Automotive, auto manufacturers, dealerships, aftermarket, tires, parts, auto care, non-alcoholic, television & radio stations, programming content providers, Consumer Electronics, utility companies, gasoline & motor oil marketers, Entertainment, movies: production, distribution, theaters, music: record labels, music publishers, distributors, amusement parks, zoos, attractions, banking, brokerage & investment services, insurance, mortgage companies & commercial lenders, packaged foods, grocery stores, restaurants, food growers, wholesalers & distributors, residential, hospitals, nursing homes, health care facilities, health care plans, eye care, optical, building materials & supplies, lawn & garden, outdoor living, home services: pest, maid, security, rubber, plastics and other raw goods, cosmetics, perfume, toiletries & personal care items, pet supplies, fds & bvrgs, other periodicals & print media, Retail Stores & Chains, department stores, specialty retailers, building maintenance & related services, security, pest control, janitorial, sports teams & leagues, other recreational equipment: pool tables, jungle gym, Technology, computer hardware: systems, peripherals, PCs, laptops, computer hardware: components & parts, electrical components & devices, cellular phones & wireless service providers, internet content providers, fabric, vacation & travel planners, tour operators, hotels, motels & resorts, Mobile App, Streaming Media, Online Retailer, Display & Programmatic Advertising, Native/Content Advertising, Ecommerce Platforms & Carts, Mobile & Web Analytics","The Detroit Zoo, Highmark Blue Cross & Blue Shield, Red Robin, Prestone, Hackensack Meridian Health, Consumers Energy Company",https://my.winmo.com/hubignite/agency_profile/2206,1937,
22512,Stagwell,Assembly,Media Buying & Planning,www.assemblyglobal.com,media buying & planning,"New York,NY",One World Trade Center,67th Floor,New York,NY,10007,(212) 500-6900,201-500,"industrial & farm equipment, clothing manufacturers, shoe manufacturers, handbags, sunglasses, misc. accessories, luggage & briefcases, retailers of apparel & accessories, non-profit organizations, dealerships, aftermarket, tires, parts, beer, wine, liquor, spirits, television & radio stations, programming content providers, utility companies, movies: production, distribution, theaters, Financial Services, brokerage & investment services, insurance, equity investment firm, Food, packaged foods, grocery stores, restaurants, food growers, wholesalers & distributors, Government, hospitals, nursing homes, health care facilities, pharmaceuticals & OTC drugs, eye care, optical, plumbing & HVAC equipment & services, appliances for the home, cosmetics, perfume, toiletries & personal care items, fds & bvrgs, household cleaners & products, books, other periodicals & print media, construction firms, real estate developers, specialty retailers, home improvement, hardware & home decor retailers, internet content providers, freight delivery services, airlines, vacation & travel planners, tour operators, hotels, motels & resorts, Social Media, Online Retailer, Digital Business Provider, Mobile Marketing, Search & Social Advertising, Native/Content Advertising, Sales Automation, Enablement & Intelligence, Audience/Marketing Data & Data Enhancement, Talent Management, Account Based Marketing (ABM)","Touchstone Energy Cooperative, Tillamook County Creamery Association, T. Rowe Price Group, Inc., LinkedIn Corporation, Hackensack Meridian Health, Brooks Running, Mandarin Oriental Management, Biden for President 2024, Vera Bradley Designs, Inc.",https://my.winmo.com/hubignite/agency_profile/22512,2002,
